"","date","name","category","value"
"47",1970-01-01,"Arizona","S",6091467
"48",1970-01-01,"Rhode.Island","S",929596
"49",1970-01-02,"Maryland","S",6497744
"50",1970-01-02,"Iowa","S",3086788
"51",1970-01-02,"Delaware","S",834420
"52",1970-01-02,"Ohio","S",11331100
"53",1970-01-02,"Pennsylvania","S",12677130
"54",1970-01-02,"Nebraska","S",1828636
"55",1970-01-02,"Washington","S",7083135
"56",1970-01-02,"Alabama","S",4507724
"57",1970-01-02,"Arkansas","S",2652788
"58",1970-01-02,"New.Mexico","S",2007169
"59",1970-01-02,"Texas","S",26095930
"60",1970-01-02,"California","S",35114980
"61",1970-01-02,"Kentucky","S",4646502
"62",1970-01-02,"Georgia","S",9668215
"63",1970-01-02,"Wisconsin","S",5784086
"64",1970-01-02,"Oregon","S",4026673
"65",1970-01-02,"Missouri","S",6095176
"66",1970-01-02,"Virginia","S",8356177
"67",1970-01-02,"Tennessee","S",5924996
"68",1970-01-02,"Louisiana","S",4425600
"69",1970-01-02,"New.York","S",18341690
"70",1970-01-02,"Michigan","S",9800301
"71",1970-01-02,"Idaho","S",1677723
"72",1970-01-02,"Florida","S",20131420
"73",1970-01-02,"Illinois","S",12956220
"74",1970-01-02,"Montana","S",1020306
"75",1970-01-02,"Minnesota","S",5469500
"76",1970-01-02,"Indiana","S",6518298
"77",1970-01-02,"Massachusetts","S",5612916
"78",1970-01-02,"Kansas","S",2858035
"79",1970-01-02,"Nevada","S",2761690
"80",1970-01-02,"Vermont","S",634153
"81",1970-01-02,"Connecticut","S",3351654
"82",1970-01-02,"New.Jersey","S",10054250
"83",1970-01-02,"North.Carolina","S",9311830
"84",1970-01-02,"Utah","S",3037363
"85",1970-01-02,"North.Dakota","S",672026
"86",1970-01-02,"South.Carolina","S",4474623
"87",1970-01-02,"Mississippi","S",2782401
"88",1970-01-02,"Colorado","S",5367069
"89",1970-01-02,"South.Dakota","S",849586
"90",1970-01-02,"Oklahoma","S",3545716
"91",1970-01-02,"Wyoming","S",587924
"92",1970-01-02,"West.Virginia","S",1822686
"93",1970-01-02,"Maine","S",1216068
"94",1970-01-02,"New.Hampshire","S",1278560
"95",1970-01-02,"Arizona","S",6091467
"96",1970-01-02,"Rhode.Island","S",929596
"97",1970-01-03,"Maryland","S",6497744
"98",1970-01-03,"Iowa","S",3086788
"99",1970-01-03,"Delaware","S",834420
"100",1970-01-03,"Ohio","S",11331100
"101",1970-01-03,"Pennsylvania","S",12677130
"102",1970-01-03,"Nebraska","S",1828636
"103",1970-01-03,"Washington","S",7083135
"104",1970-01-03,"Alabama","S",4507724
"105",1970-01-03,"Arkansas","S",2652788
"106",1970-01-03,"New.Mexico","S",2007169
"107",1970-01-03,"Texas","S",26095930
"108",1970-01-03,"California","S",35114980
"109",1970-01-03,"Kentucky","S",4646502
"110",1970-01-03,"Georgia","S",9668161
"111",1970-01-03,"Wisconsin","S",5784086
"112",1970-01-03,"Oregon","S",4026673
"113",1970-01-03,"Missouri","S",6095176
"114",1970-01-03,"Virginia","S",8356177
"115",1970-01-03,"Tennessee","S",5924996
"116",1970-01-03,"Louisiana","S",4425600
"117",1970-01-03,"New.York","S",18341690
"118",1970-01-03,"Michigan","S",9800301
"119",1970-01-03,"Idaho","S",1677723
"120",1970-01-03,"Florida","S",20131420
"121",1970-01-03,"Illinois","S",12956220
"122",1970-01-03,"Montana","S",1020306
"123",1970-01-03,"Minnesota","S",5469500
"124",1970-01-03,"Indiana","S",6518298
"125",1970-01-03,"Massachusetts","S",5612916
"126",1970-01-03,"Kansas","S",2858035
"127",1970-01-03,"Nevada","S",2761690
"128",1970-01-03,"Vermont","S",634153
"129",1970-01-03,"Connecticut","S",3351654
"130",1970-01-03,"New.Jersey","S",10054250
"131",1970-01-03,"North.Carolina","S",9311830
"132",1970-01-03,"Utah","S",3037363
"133",1970-01-03,"North.Dakota","S",672026
"134",1970-01-03,"South.Carolina","S",4474623
"135",1970-01-03,"Mississippi","S",2782401
"136",1970-01-03,"Colorado","S",5367069
"137",1970-01-03,"South.Dakota","S",849586
"138",1970-01-03,"Oklahoma","S",3545716
"139",1970-01-03,"Wyoming","S",587924
"140",1970-01-03,"West.Virginia","S",1822686
"141",1970-01-03,"Maine","S",1216068
"142",1970-01-03,"New.Hampshire","S",1278560
"143",1970-01-03,"Arizona","S",6091467
"144",1970-01-03,"Rhode.Island","S",929596
"145",1970-01-04,"Maryland","S",6497744
"146",1970-01-04,"Iowa","S",3086788
"147",1970-01-04,"Delaware","S",834420
"148",1970-01-04,"Ohio","S",11331100
"149",1970-01-04,"Pennsylvania","S",12677130
"150",1970-01-04,"Nebraska","S",1828636
"151",1970-01-04,"Washington","S",7083135
"152",1970-01-04,"Alabama","S",4507724
"153",1970-01-04,"Arkansas","S",2652788
"154",1970-01-04,"New.Mexico","S",2007169
"155",1970-01-04,"Texas","S",26095930
"156",1970-01-04,"California","S",35114980
"157",1970-01-04,"Kentucky","S",4646502
"158",1970-01-04,"Georgia","S",9668129
"159",1970-01-04,"Wisconsin","S",5784086
"160",1970-01-04,"Oregon","S",4026673
"161",1970-01-04,"Missouri","S",6095176
"162",1970-01-04,"Virginia","S",8356177
"163",1970-01-04,"Tennessee","S",5924996
"164",1970-01-04,"Louisiana","S",4425600
"165",1970-01-04,"New.York","S",18341690
"166",1970-01-04,"Michigan","S",9800301
"167",1970-01-04,"Idaho","S",1677723
"168",1970-01-04,"Florida","S",20131420
"169",1970-01-04,"Illinois","S",12956220
"170",1970-01-04,"Montana","S",1020306
"171",1970-01-04,"Minnesota","S",5469500
"172",1970-01-04,"Indiana","S",6518298
"173",1970-01-04,"Massachusetts","S",5612916
"174",1970-01-04,"Kansas","S",2858035
"175",1970-01-04,"Nevada","S",2761690
"176",1970-01-04,"Vermont","S",634153
"177",1970-01-04,"Connecticut","S",3351654
"178",1970-01-04,"New.Jersey","S",10054250
"179",1970-01-04,"North.Carolina","S",9311830
"180",1970-01-04,"Utah","S",3037363
"181",1970-01-04,"North.Dakota","S",672026
"182",1970-01-04,"South.Carolina","S",4474623
"183",1970-01-04,"Mississippi","S",2782401
"184",1970-01-04,"Colorado","S",5367069
"185",1970-01-04,"South.Dakota","S",849586
"186",1970-01-04,"Oklahoma","S",3545716
"187",1970-01-04,"Wyoming","S",587924
"188",1970-01-04,"West.Virginia","S",1822686
"189",1970-01-04,"Maine","S",1216068
"190",1970-01-04,"New.Hampshire","S",1278560
"191",1970-01-04,"Arizona","S",6091467
"192",1970-01-04,"Rhode.Island","S",929596
"193",1970-01-05,"Maryland","S",6497744
"194",1970-01-05,"Iowa","S",3086788
"195",1970-01-05,"Delaware","S",834420
"196",1970-01-05,"Ohio","S",11331100
"197",1970-01-05,"Pennsylvania","S",12677130
"198",1970-01-05,"Nebraska","S",1828636
"199",1970-01-05,"Washington","S",7083135
"200",1970-01-05,"Alabama","S",4507724
"201",1970-01-05,"Arkansas","S",2652788
"202",1970-01-05,"New.Mexico","S",2007169
"203",1970-01-05,"Texas","S",26095930
"204",1970-01-05,"California","S",35114980
"205",1970-01-05,"Kentucky","S",4646502
"206",1970-01-05,"Georgia","S",9668082
"207",1970-01-05,"Wisconsin","S",5784086
"208",1970-01-05,"Oregon","S",4026673
"209",1970-01-05,"Missouri","S",6095176
"210",1970-01-05,"Virginia","S",8356177
"211",1970-01-05,"Tennessee","S",5924996
"212",1970-01-05,"Louisiana","S",4425600
"213",1970-01-05,"New.York","S",18341690
"214",1970-01-05,"Michigan","S",9800301
"215",1970-01-05,"Idaho","S",1677723
"216",1970-01-05,"Florida","S",20131420
"217",1970-01-05,"Illinois","S",12956220
"218",1970-01-05,"Montana","S",1020306
"219",1970-01-05,"Minnesota","S",5469500
"220",1970-01-05,"Indiana","S",6518298
"221",1970-01-05,"Massachusetts","S",5612916
"222",1970-01-05,"Kansas","S",2858035
"223",1970-01-05,"Nevada","S",2761690
"224",1970-01-05,"Vermont","S",634153
"225",1970-01-05,"Connecticut","S",3351654
"226",1970-01-05,"New.Jersey","S",10054250
"227",1970-01-05,"North.Carolina","S",9311830
"228",1970-01-05,"Utah","S",3037363
"229",1970-01-05,"North.Dakota","S",672026
"230",1970-01-05,"South.Carolina","S",4474623
"231",1970-01-05,"Mississippi","S",2782401
"232",1970-01-05,"Colorado","S",5367069
"233",1970-01-05,"South.Dakota","S",849586
"234",1970-01-05,"Oklahoma","S",3545716
"235",1970-01-05,"Wyoming","S",587924
"236",1970-01-05,"West.Virginia","S",1822686
"237",1970-01-05,"Maine","S",1216068
"238",1970-01-05,"New.Hampshire","S",1278560
"239",1970-01-05,"Arizona","S",6091467
"240",1970-01-05,"Rhode.Island","S",929596
"241",1970-01-06,"Maryland","S",6497744
"242",1970-01-06,"Iowa","S",3086788
"243",1970-01-06,"Delaware","S",834420
"244",1970-01-06,"Ohio","S",11331100
"245",1970-01-06,"Pennsylvania","S",12677130
"246",1970-01-06,"Nebraska","S",1828636
"247",1970-01-06,"Washington","S",7083135
"248",1970-01-06,"Alabama","S",4507724
"249",1970-01-06,"Arkansas","S",2652788
"250",1970-01-06,"New.Mexico","S",2007169
"251",1970-01-06,"Texas","S",26095930
"252",1970-01-06,"California","S",35114980
"253",1970-01-06,"Kentucky","S",4646502
"254",1970-01-06,"Georgia","S",9668014
"255",1970-01-06,"Wisconsin","S",5784086
"256",1970-01-06,"Oregon","S",4026673
"257",1970-01-06,"Missouri","S",6095176
"258",1970-01-06,"Virginia","S",8356177
"259",1970-01-06,"Tennessee","S",5924996
"260",1970-01-06,"Louisiana","S",4425600
"261",1970-01-06,"New.York","S",18341690
"262",1970-01-06,"Michigan","S",9800301
"263",1970-01-06,"Idaho","S",1677723
"264",1970-01-06,"Florida","S",20131420
"265",1970-01-06,"Illinois","S",12956220
"266",1970-01-06,"Montana","S",1020306
"267",1970-01-06,"Minnesota","S",5469500
"268",1970-01-06,"Indiana","S",6518298
"269",1970-01-06,"Massachusetts","S",5612916
"270",1970-01-06,"Kansas","S",2858035
"271",1970-01-06,"Nevada","S",2761690
"272",1970-01-06,"Vermont","S",634153
"273",1970-01-06,"Connecticut","S",3351654
"274",1970-01-06,"New.Jersey","S",10054250
"275",1970-01-06,"North.Carolina","S",9311830
"276",1970-01-06,"Utah","S",3037363
"277",1970-01-06,"North.Dakota","S",672026
"278",1970-01-06,"South.Carolina","S",4474623
"279",1970-01-06,"Mississippi","S",2782401
"280",1970-01-06,"Colorado","S",5367069
"281",1970-01-06,"South.Dakota","S",849586
"282",1970-01-06,"Oklahoma","S",3545716
"283",1970-01-06,"Wyoming","S",587924
"284",1970-01-06,"West.Virginia","S",1822686
"285",1970-01-06,"Maine","S",1216068
"286",1970-01-06,"New.Hampshire","S",1278560
"287",1970-01-06,"Arizona","S",6091467
"288",1970-01-06,"Rhode.Island","S",929596
"289",1970-01-07,"Maryland","S",6497744
"290",1970-01-07,"Iowa","S",3086788
"291",1970-01-07,"Delaware","S",834420
"292",1970-01-07,"Ohio","S",11331100
"293",1970-01-07,"Pennsylvania","S",12677130
"294",1970-01-07,"Nebraska","S",1828636
"295",1970-01-07,"Washington","S",7083135
"296",1970-01-07,"Alabama","S",4507724
"297",1970-01-07,"Arkansas","S",2652788
"298",1970-01-07,"New.Mexico","S",2007169
"299",1970-01-07,"Texas","S",26095930
"300",1970-01-07,"California","S",35114980
"301",1970-01-07,"Kentucky","S",4646502
"302",1970-01-07,"Georgia","S",9667907
"303",1970-01-07,"Wisconsin","S",5784086
"304",1970-01-07,"Oregon","S",4026673
"305",1970-01-07,"Missouri","S",6095176
"306",1970-01-07,"Virginia","S",8356177
"307",1970-01-07,"Tennessee","S",5924996
"308",1970-01-07,"Louisiana","S",4425600
"309",1970-01-07,"New.York","S",18341690
"310",1970-01-07,"Michigan","S",9800301
"311",1970-01-07,"Idaho","S",1677723
"312",1970-01-07,"Florida","S",20131420
"313",1970-01-07,"Illinois","S",12956220
"314",1970-01-07,"Montana","S",1020306
"315",1970-01-07,"Minnesota","S",5469500
"316",1970-01-07,"Indiana","S",6518298
"317",1970-01-07,"Massachusetts","S",5612916
"318",1970-01-07,"Kansas","S",2858035
"319",1970-01-07,"Nevada","S",2761690
"320",1970-01-07,"Vermont","S",634153
"321",1970-01-07,"Connecticut","S",3351654
"322",1970-01-07,"New.Jersey","S",10054250
"323",1970-01-07,"North.Carolina","S",9311830
"324",1970-01-07,"Utah","S",3037363
"325",1970-01-07,"North.Dakota","S",672026
"326",1970-01-07,"South.Carolina","S",4474623
"327",1970-01-07,"Mississippi","S",2782401
"328",1970-01-07,"Colorado","S",5367069
"329",1970-01-07,"South.Dakota","S",849586
"330",1970-01-07,"Oklahoma","S",3545716
"331",1970-01-07,"Wyoming","S",587924
"332",1970-01-07,"West.Virginia","S",1822686
"333",1970-01-07,"Maine","S",1216068
"334",1970-01-07,"New.Hampshire","S",1278560
"335",1970-01-07,"Arizona","S",6091467
"336",1970-01-07,"Rhode.Island","S",929596
"337",1970-01-08,"Maryland","S",6497744
"338",1970-01-08,"Iowa","S",3086788
"339",1970-01-08,"Delaware","S",834420
"340",1970-01-08,"Ohio","S",11331100
"341",1970-01-08,"Pennsylvania","S",12677130
"342",1970-01-08,"Nebraska","S",1828636
"343",1970-01-08,"Washington","S",7083135
"344",1970-01-08,"Alabama","S",4507724
"345",1970-01-08,"Arkansas","S",2652788
"346",1970-01-08,"New.Mexico","S",2007169
"347",1970-01-08,"Texas","S",26095930
"348",1970-01-08,"California","S",35114980
"349",1970-01-08,"Kentucky","S",4646502
"350",1970-01-08,"Georgia","S",9667742
"351",1970-01-08,"Wisconsin","S",5784086
"352",1970-01-08,"Oregon","S",4026673
"353",1970-01-08,"Missouri","S",6095176
"354",1970-01-08,"Virginia","S",8356177
"355",1970-01-08,"Tennessee","S",5924996
"356",1970-01-08,"Louisiana","S",4425600
"357",1970-01-08,"New.York","S",18341690
"358",1970-01-08,"Michigan","S",9800301
"359",1970-01-08,"Idaho","S",1677723
"360",1970-01-08,"Florida","S",20131420
"361",1970-01-08,"Illinois","S",12956220
"362",1970-01-08,"Montana","S",1020306
"363",1970-01-08,"Minnesota","S",5469500
"364",1970-01-08,"Indiana","S",6518298
"365",1970-01-08,"Massachusetts","S",5612916
"366",1970-01-08,"Kansas","S",2858035
"367",1970-01-08,"Nevada","S",2761690
"368",1970-01-08,"Vermont","S",634153
"369",1970-01-08,"Connecticut","S",3351654
"370",1970-01-08,"New.Jersey","S",10054250
"371",1970-01-08,"North.Carolina","S",9311830
"372",1970-01-08,"Utah","S",3037363
"373",1970-01-08,"North.Dakota","S",672026
"374",1970-01-08,"South.Carolina","S",4474623
"375",1970-01-08,"Mississippi","S",2782401
"376",1970-01-08,"Colorado","S",5367069
"377",1970-01-08,"South.Dakota","S",849586
"378",1970-01-08,"Oklahoma","S",3545716
"379",1970-01-08,"Wyoming","S",587924
"380",1970-01-08,"West.Virginia","S",1822686
"381",1970-01-08,"Maine","S",1216068
"382",1970-01-08,"New.Hampshire","S",1278560
"383",1970-01-08,"Arizona","S",6091467
"384",1970-01-08,"Rhode.Island","S",929596
"385",1970-01-09,"Maryland","S",6497744
"386",1970-01-09,"Iowa","S",3086788
"387",1970-01-09,"Delaware","S",834420
"388",1970-01-09,"Ohio","S",11331100
"389",1970-01-09,"Pennsylvania","S",12677130
"390",1970-01-09,"Nebraska","S",1828636
"391",1970-01-09,"Washington","S",7083135
"392",1970-01-09,"Alabama","S",4507724
"393",1970-01-09,"Arkansas","S",2652788
"394",1970-01-09,"New.Mexico","S",2007169
"395",1970-01-09,"Texas","S",26095930
"396",1970-01-09,"California","S",35114980
"397",1970-01-09,"Kentucky","S",4646502
"398",1970-01-09,"Georgia","S",9667491
"399",1970-01-09,"Wisconsin","S",5784086
"400",1970-01-09,"Oregon","S",4026673
"401",1970-01-09,"Missouri","S",6095176
"402",1970-01-09,"Virginia","S",8356177
"403",1970-01-09,"Tennessee","S",5924996
"404",1970-01-09,"Louisiana","S",4425600
"405",1970-01-09,"New.York","S",18341690
"406",1970-01-09,"Michigan","S",9800301
"407",1970-01-09,"Idaho","S",1677723
"408",1970-01-09,"Florida","S",20131420
"409",1970-01-09,"Illinois","S",12956220
"410",1970-01-09,"Montana","S",1020306
"411",1970-01-09,"Minnesota","S",5469500
"412",1970-01-09,"Indiana","S",6518298
"413",1970-01-09,"Massachusetts","S",5612916
"414",1970-01-09,"Kansas","S",2858035
"415",1970-01-09,"Nevada","S",2761690
"416",1970-01-09,"Vermont","S",634153
"417",1970-01-09,"Connecticut","S",3351654
"418",1970-01-09,"New.Jersey","S",10054250
"419",1970-01-09,"North.Carolina","S",9311830
"420",1970-01-09,"Utah","S",3037363
"421",1970-01-09,"North.Dakota","S",672026
"422",1970-01-09,"South.Carolina","S",4474623
"423",1970-01-09,"Mississippi","S",2782401
"424",1970-01-09,"Colorado","S",5367069
"425",1970-01-09,"South.Dakota","S",849586
"426",1970-01-09,"Oklahoma","S",3545716
"427",1970-01-09,"Wyoming","S",587924
"428",1970-01-09,"West.Virginia","S",1822686
"429",1970-01-09,"Maine","S",1216068
"430",1970-01-09,"New.Hampshire","S",1278560
"431",1970-01-09,"Arizona","S",6091467
"432",1970-01-09,"Rhode.Island","S",929596
"433",1970-01-10,"Maryland","S",6497744
"434",1970-01-10,"Iowa","S",3086788
"435",1970-01-10,"Delaware","S",834420
"436",1970-01-10,"Ohio","S",11331100
"437",1970-01-10,"Pennsylvania","S",12677130
"438",1970-01-10,"Nebraska","S",1828636
"439",1970-01-10,"Washington","S",7083135
"440",1970-01-10,"Alabama","S",4507724
"441",1970-01-10,"Arkansas","S",2652788
"442",1970-01-10,"New.Mexico","S",2007169
"443",1970-01-10,"Texas","S",26095930
"444",1970-01-10,"California","S",35114980
"445",1970-01-10,"Kentucky","S",4646502
"446",1970-01-10,"Georgia","S",9667100
"447",1970-01-10,"Wisconsin","S",5784086
"448",1970-01-10,"Oregon","S",4026673
"449",1970-01-10,"Missouri","S",6095176
"450",1970-01-10,"Virginia","S",8356177
"451",1970-01-10,"Tennessee","S",5924996
"452",1970-01-10,"Louisiana","S",4425600
"453",1970-01-10,"New.York","S",18341690
"454",1970-01-10,"Michigan","S",9800301
"455",1970-01-10,"Idaho","S",1677723
"456",1970-01-10,"Florida","S",20131420
"457",1970-01-10,"Illinois","S",12956220
"458",1970-01-10,"Montana","S",1020306
"459",1970-01-10,"Minnesota","S",5469500
"460",1970-01-10,"Indiana","S",6518298
"461",1970-01-10,"Massachusetts","S",5612916
"462",1970-01-10,"Kansas","S",2858035
"463",1970-01-10,"Nevada","S",2761690
"464",1970-01-10,"Vermont","S",634153
"465",1970-01-10,"Connecticut","S",3351654
"466",1970-01-10,"New.Jersey","S",10054250
"467",1970-01-10,"North.Carolina","S",9311830
"468",1970-01-10,"Utah","S",3037363
"469",1970-01-10,"North.Dakota","S",672026
"470",1970-01-10,"South.Carolina","S",4474623
"471",1970-01-10,"Mississippi","S",2782401
"472",1970-01-10,"Colorado","S",5367069
"473",1970-01-10,"South.Dakota","S",849586
"474",1970-01-10,"Oklahoma","S",3545716
"475",1970-01-10,"Wyoming","S",587924
"476",1970-01-10,"West.Virginia","S",1822686
"477",1970-01-10,"Maine","S",1216068
"478",1970-01-10,"New.Hampshire","S",1278560
"479",1970-01-10,"Arizona","S",6091467
"480",1970-01-10,"Rhode.Island","S",929596
"481",1970-01-11,"Maryland","S",6497744
"482",1970-01-11,"Iowa","S",3086788
"483",1970-01-11,"Delaware","S",834420
"484",1970-01-11,"Ohio","S",11331100
"485",1970-01-11,"Pennsylvania","S",12677130
"486",1970-01-11,"Nebraska","S",1828636
"487",1970-01-11,"Washington","S",7083135
"488",1970-01-11,"Alabama","S",4507724
"489",1970-01-11,"Arkansas","S",2652788
"490",1970-01-11,"New.Mexico","S",2007169
"491",1970-01-11,"Texas","S",26095930
"492",1970-01-11,"California","S",35114980
"493",1970-01-11,"Kentucky","S",4646502
"494",1970-01-11,"Georgia","S",9666498
"495",1970-01-11,"Wisconsin","S",5784086
"496",1970-01-11,"Oregon","S",4026673
"497",1970-01-11,"Missouri","S",6095176
"498",1970-01-11,"Virginia","S",8356177
"499",1970-01-11,"Tennessee","S",5924996
"500",1970-01-11,"Louisiana","S",4425600
"501",1970-01-11,"New.York","S",18341690
"502",1970-01-11,"Michigan","S",9800301
"503",1970-01-11,"Idaho","S",1677723
"504",1970-01-11,"Florida","S",20131420
"505",1970-01-11,"Illinois","S",12956220
"506",1970-01-11,"Montana","S",1020306
"507",1970-01-11,"Minnesota","S",5469500
"508",1970-01-11,"Indiana","S",6518298
"509",1970-01-11,"Massachusetts","S",5612916
"510",1970-01-11,"Kansas","S",2858035
"511",1970-01-11,"Nevada","S",2761690
"512",1970-01-11,"Vermont","S",634153
"513",1970-01-11,"Connecticut","S",3351654
"514",1970-01-11,"New.Jersey","S",10054250
"515",1970-01-11,"North.Carolina","S",9311830
"516",1970-01-11,"Utah","S",3037363
"517",1970-01-11,"North.Dakota","S",672026
"518",1970-01-11,"South.Carolina","S",4474623
"519",1970-01-11,"Mississippi","S",2782401
"520",1970-01-11,"Colorado","S",5367069
"521",1970-01-11,"South.Dakota","S",849586
"522",1970-01-11,"Oklahoma","S",3545716
"523",1970-01-11,"Wyoming","S",587924
"524",1970-01-11,"West.Virginia","S",1822686
"525",1970-01-11,"Maine","S",1216068
"526",1970-01-11,"New.Hampshire","S",1278560
"527",1970-01-11,"Arizona","S",6091467
"528",1970-01-11,"Rhode.Island","S",929596
"529",1970-01-12,"Maryland","S",6497744
"530",1970-01-12,"Iowa","S",3086788
"531",1970-01-12,"Delaware","S",834420
"532",1970-01-12,"Ohio","S",11331100
"533",1970-01-12,"Pennsylvania","S",12677130
"534",1970-01-12,"Nebraska","S",1828636
"535",1970-01-12,"Washington","S",7083135
"536",1970-01-12,"Alabama","S",4507724
"537",1970-01-12,"Arkansas","S",2652788
"538",1970-01-12,"New.Mexico","S",2007169
"539",1970-01-12,"Texas","S",26095930
"540",1970-01-12,"California","S",35114980
"541",1970-01-12,"Kentucky","S",4646502
"542",1970-01-12,"Georgia","S",9665562
"543",1970-01-12,"Wisconsin","S",5784086
"544",1970-01-12,"Oregon","S",4026673
"545",1970-01-12,"Missouri","S",6095176
"546",1970-01-12,"Virginia","S",8356177
"547",1970-01-12,"Tennessee","S",5924996
"548",1970-01-12,"Louisiana","S",4425600
"549",1970-01-12,"New.York","S",18341690
"550",1970-01-12,"Michigan","S",9800301
"551",1970-01-12,"Idaho","S",1677723
"552",1970-01-12,"Florida","S",20131420
"553",1970-01-12,"Illinois","S",12956220
"554",1970-01-12,"Montana","S",1020306
"555",1970-01-12,"Minnesota","S",5469500
"556",1970-01-12,"Indiana","S",6518298
"557",1970-01-12,"Massachusetts","S",5612916
"558",1970-01-12,"Kansas","S",2858035
"559",1970-01-12,"Nevada","S",2761690
"560",1970-01-12,"Vermont","S",634153
"561",1970-01-12,"Connecticut","S",3351654
"562",1970-01-12,"New.Jersey","S",10054250
"563",1970-01-12,"North.Carolina","S",9311830
"564",1970-01-12,"Utah","S",3037363
"565",1970-01-12,"North.Dakota","S",672026
"566",1970-01-12,"South.Carolina","S",4474623
"567",1970-01-12,"Mississippi","S",2782401
"568",1970-01-12,"Colorado","S",5367069
"569",1970-01-12,"South.Dakota","S",849586
"570",1970-01-12,"Oklahoma","S",3545716
"571",1970-01-12,"Wyoming","S",587924
"572",1970-01-12,"West.Virginia","S",1822686
"573",1970-01-12,"Maine","S",1216068
"574",1970-01-12,"New.Hampshire","S",1278560
"575",1970-01-12,"Arizona","S",6091467
"576",1970-01-12,"Rhode.Island","S",929596
"577",1970-01-13,"Maryland","S",6497744
"578",1970-01-13,"Iowa","S",3086788
"579",1970-01-13,"Delaware","S",834420
"580",1970-01-13,"Ohio","S",11331100
"581",1970-01-13,"Pennsylvania","S",12677130
"582",1970-01-13,"Nebraska","S",1828636
"583",1970-01-13,"Washington","S",7083135
"584",1970-01-13,"Alabama","S",4507724
"585",1970-01-13,"Arkansas","S",2652788
"586",1970-01-13,"New.Mexico","S",2007169
"587",1970-01-13,"Texas","S",26095930
"588",1970-01-13,"California","S",35114980
"589",1970-01-13,"Kentucky","S",4646502
"590",1970-01-13,"Georgia","S",9664126
"591",1970-01-13,"Wisconsin","S",5784086
"592",1970-01-13,"Oregon","S",4026673
"593",1970-01-13,"Missouri","S",6095176
"594",1970-01-13,"Virginia","S",8356177
"595",1970-01-13,"Tennessee","S",5924996
"596",1970-01-13,"Louisiana","S",4425600
"597",1970-01-13,"New.York","S",18341690
"598",1970-01-13,"Michigan","S",9800301
"599",1970-01-13,"Idaho","S",1677723
"600",1970-01-13,"Florida","S",20131420
"601",1970-01-13,"Illinois","S",12956220
"602",1970-01-13,"Montana","S",1020306
"603",1970-01-13,"Minnesota","S",5469500
"604",1970-01-13,"Indiana","S",6518298
"605",1970-01-13,"Massachusetts","S",5612916
"606",1970-01-13,"Kansas","S",2858035
"607",1970-01-13,"Nevada","S",2761690
"608",1970-01-13,"Vermont","S",634153
"609",1970-01-13,"Connecticut","S",3351654
"610",1970-01-13,"New.Jersey","S",10054250
"611",1970-01-13,"North.Carolina","S",9311830
"612",1970-01-13,"Utah","S",3037363
"613",1970-01-13,"North.Dakota","S",672026
"614",1970-01-13,"South.Carolina","S",4474623
"615",1970-01-13,"Mississippi","S",2782401
"616",1970-01-13,"Colorado","S",5367069
"617",1970-01-13,"South.Dakota","S",849586
"618",1970-01-13,"Oklahoma","S",3545716
"619",1970-01-13,"Wyoming","S",587924
"620",1970-01-13,"West.Virginia","S",1822686
"621",1970-01-13,"Maine","S",1216068
"622",1970-01-13,"New.Hampshire","S",1278560
